,Town,Super Petrol,Diesel,Kerosene,Price Period
81,Archers Post,147.38,128.56,116.53,April-2022
82,Lodosoit,148.48,129.66,117.62,April-2022
83,Naivasha,144.47,125.65,113.61,April-2022
84,Marigat,144.87,126.05,114.01,April-2022
85,Kabarnet ,145.36,126.54,114.51,April-2022
86,Maralal,146.45,127.63,115.59,April-2022
87,Wamba,147.29,128.47,116.43,April-2022
88,Eldoret,145.03,126.22,114.17,April-2022
89,Kiplombe,145.03,126.22,114.17,April-2022
90,Iten,145.03,126.22,114.17,April-2022
91,Naiberi,145.03,126.22,114.17,April-2022
92,Kesses,145.03,126.22,114.17,April-2022
93,Kapsabet,145.04,126.24,114.18,April-2022
94,Webuye,145.45,126.65,114.6,April-2022
95,Kitale,145.39,126.58,114.53,April-2022
96,Kapenguria ,146.02,127.22,115.17,April-2022
97,Bungoma,145.8,126.98,114.94,April-2022
98,Moiben,145.04,126.24,114.18,April-2022
99,Matunda,145.02,126.2,114.16,April-2022
100,Burnt Forest,144.98,126.17,114.12,April-2022
101,Tambach,145.07,126.26,114.21,April-2022
102,Kapsowar,145.54,126.72,114.68,April-2022
103,Chebara,145.42,126.6,114.56,April-2022
104,Kimwarer,145.34,126.53,114.49,April-2022
105,Timboroa,145.27,126.45,114.4,April-2022
106,Nandi Hills,145.22,126.41,114.37,April-2022
107,Kaiboi,145.08,126.27,114.23,April-2022
108,Kiminini,145.57,126.77,114.71,April-2022
109,Endebes,145.93,127.11,115.07,April-2022
110,Saboti,145.6,126.79,114.75,April-2022
111,Chepareria,146.23,127.43,115.37,April-2022
112,Lomut,147.85,129.03,116.99,April-2022
113,Burgich,146.65,127.84,115.79,April-2022
114,Sigor,146.78,127.97,115.92,April-2022
115,Lodwar,149.21,130.4,118.35,April-2022
116,Kakuma,150.8,131.99,119.94,April-2022
117,Lokichar,148.21,129.4,117.35,April-2022
118,Kalokol,149.97,131.16,119.11,April-2022
119,Lokori,148.57,129.77,117.72,April-2022
120,Lokitaung,152.85,134.05,121.99,April-2022
121,Kapedo,147.85,129.03,116.99,April-2022
122,Malaba,146.2,127.38,115.34,April-2022
123,Lokichogio,151.98,133.18,121.13,April-2022
124,Ziwa,145.22,126.41,114.37,April-2022
125,Soy,145.03,126.22,114.17,April-2022
126,Moi's Bridge,145.09,126.28,114.24,April-2022
127,Turbo,144.98,126.17,114.12,April-2022
128,Kibish,153.09,134.27,122.23,April-2022
129,Nakalale,151.91,133.1,121.05,April-2022
130,Loima,148.32,129.52,117.47,April-2022
131,Lokiriama,149.89,131.09,119.03,April-2022
132,Kainuk,147.1,128.29,116.24,April-2022
133,Kacheliba,146.42,127.62,115.57,April-2022
134,Kiwawa,147.04,128.22,116.18,April-2022
135,Ortum,146.62,127.81,115.76,April-2022
136,Kachibora,145.42,126.6,114.56,April-2022
137,Kwanza,146.13,127.32,115.28,April-2022
138,Kaplamai,145.44,126.64,114.58,April-2022
139,Eldama Ravine,145.86,127.05,115.01,April-2022
140,Tenges,146.0,127.19,115.15,April-2022
141,Barwessa,146.12,127.31,115.25,April-2022
142,Kipsaraman,147.02,128.21,116.16,April-2022
143,Loruk,146.89,128.08,116.03,April-2022
144,Kabartonjo,145.86,127.05,115.01,April-2022
145,Tindiret,145.93,127.11,115.07,April-2022
146,O'lessos,145.09,126.28,114.24,April-2022
147,Kobujoi,145.49,126.69,114.64,April-2022
148,Serem,145.57,126.77,114.71,April-2022
149,Kabiyet,145.03,126.22,114.17,April-2022
150,Cheptulu,145.45,126.65,114.6,April-2022
151,Songor,146.0,127.19,115.15,April-2022
152,Kapcherop,145.63,126.83,114.78,April-2022
153,Sambalat,146.32,127.51,115.47,April-2022
154,Arror,145.97,127.17,115.11,April-2022
155,Tot,146.18,127.37,115.32,April-2022
156,Kaptarakwa,145.22,126.41,114.37,April-2022
157,Kapese,148.17,129.36,117.32,April-2022
158,Kalemngorok,147.57,128.75,116.71,April-2022
159,Marich,146.54,127.74,115.69,April-2022
160,Alale,147.04,128.22,116.18,April-2022
161,Kunyao,146.69,127.89,115.84,April-2022
162,Asilong,146.28,127.48,115.43,April-2022
163,Orolwo,146.32,127.51,115.47,April-2022
164,Sebit,146.27,127.46,115.42,April-2022
165,Morpus,146.18,127.37,115.32,April-2022
166,Chepkorniswo,146.07,127.25,115.21,April-2022
167,Kaibichbich,146.01,127.2,115.16,April-2022
168,Keringet,145.74,126.93,114.89,April-2022
169,Kisumu,145.03,126.2,114.16,April-2022
170,Sondu,145.14,126.3,114.27,April-2022
171,Oyugis,145.61,126.79,114.75,April-2022
172,Kakamega,145.08,126.25,114.22,April-2022
173,Mumias,145.35,126.53,114.49,April-2022
174,Bondo,145.25,126.41,114.38,April-2022
175,Siaya,145.36,126.54,114.5,April-2022
176,Kericho,145.54,126.71,114.67,April-2022
177,Nyamira,145.6,126.78,114.74,April-2022
178,Kisii,145.91,127.08,115.05,April-2022
179,Sotik,145.74,126.92,114.88,April-2022
180,Keroka,145.93,127.1,115.06,April-2022
181,Busia,145.9,127.07,115.04,April-2022
182,Homabay,145.85,127.02,114.98,April-2022
183,Migori,146.7,127.87,115.84,April-2022
184,Isebania,146.98,128.16,116.12,April-2022
185,Bomet,146.14,127.32,115.28,April-2022
186,Muhoroni,145.27,126.43,114.4,April-2022
187,Mbita,145.84,127.0,114.97,April-2022
188,Mbale,145.03,126.2,114.16,April-2022
189,Etago,146.49,127.65,115.62,April-2022
190,Magenche,146.58,127.76,115.72,April-2022
191,Kilgoris,146.42,127.59,115.56,April-2022
192,Malava,145.4,126.56,114.53,April-2022
193,Lugari,145.79,126.95,114.92,April-2022
194,Rodi Kopany,145.91,127.08,115.05,April-2022
195,Ndhiwa,146.18,127.36,115.32,April-2022
196,Rangwe,145.9,127.07,115.04,April-2022
197,Sindo,145.91,127.08,115.05,April-2022
198,Awasi,145.0,126.16,114.13,April-2022
199,Ahero,145.03,126.2,114.16,April-2022
200,Ugunja,145.46,126.63,114.6,April-2022
201,Asembo,145.12,126.28,114.25,April-2022
202,Usenge,145.59,126.76,114.72,April-2022
203,Harambee,145.07,126.25,114.21,April-2022
204,Muhuru Bay,146.84,128.02,115.98,April-2022
205,Kehancha,147.08,128.25,116.21,April-2022
206,Ntimaru,147.38,128.56,116.52,April-2022
207,Rongo,146.16,127.33,115.3,April-2022
208,Kaspokwony,146.12,127.3,115.25,April-2022
209,Chwele,146.07,127.24,115.2,April-2022
210,Kimilili,145.99,127.17,115.12,April-2022
211,Nambale,145.9,127.07,115.04,April-2022
212,SioPort,145.89,127.06,115.02,April-2022
213,Port Bunyala,145.94,127.11,115.07,April-2022
214,Funyula,145.76,126.93,114.89,April-2022
215,Ogembo,146.07,127.24,115.2,April-2022
216,Nyangusu,146.33,127.5,115.46,April-2022
217,Sengera,146.25,127.42,115.38,April-2022
218,Keumbu,145.98,127.14,115.11,April-2022
219,Marani,145.68,126.85,114.81,April-2022
220,Kerina,146.04,127.21,115.18,April-2022
221,Ikonge,145.4,126.56,114.53,April-2022
222,Nyansiongo,145.8,126.97,114.93,April-2022
0,Mombasa,147.86,128.76,116.69000000000001,May-2022
1,Kilifi,148.57,129.47,117.41000000000001,May-2022
2,Likoni Mainland,148.22,129.11,117.05000000000001,May-2022
3,Kwale,148.22,129.11,117.05000000000001,May-2022
4,Malindi,148.78,129.67000000000002,117.61,May-2022
5,Lungalunga,148.93,129.83,117.76,May-2022
6,Voi,149.34,130.24,118.17,May-2022
7,Taveta,150.75,131.64,119.58000000000001,May-2022
8,Lamu,151.16,132.06,120.0,May-2022
9,Hola,151.45000000000002,132.34,120.28,May-2022
10,Mpeketoni,151.16,132.06,120.0,May-2022
11,Minjila,150.13,131.02,118.96000000000001,May-2022
12,Garsen,150.22,131.11,119.05000000000001,May-2022
13,Samburu,148.16,129.06,117.0,May-2022
14,Taru,148.34,129.24,117.18,May-2022
15,Mwatate,149.68,130.57,118.51,May-2022
16,Wundanji,149.84,130.74,118.68,May-2022
17,Kaloleni,148.01000000000002,128.92000000000002,116.85000000000001,May-2022
18,Marereni,149.44,130.34,118.27000000000001,May-2022
19,Nairobi,150.12,131.0,118.94000000000001,May-2022
20,Thika,150.12,131.01,118.94000000000001,May-2022
21,Machakos,150.36,131.24,119.18,May-2022
22,Kajiado,150.54,131.42000000000002,119.36,May-2022
23,Makuyu,150.41,131.29000000000002,119.23,May-2022
24,Muranga,150.64000000000001,131.52,119.46000000000001,May-2022
25,Sagana,150.85,131.75,119.68,May-2022
26,Embu,151.22,132.10000000000002,120.04,May-2022
27,Kerugoya,151.14000000000001,132.03,119.97,May-2022
28,Narok,151.5,132.4,120.33000000000001,May-2022
29,Nyeri,151.49,132.37,120.31,May-2022
30,Namanga,151.66,132.55,120.48,May-2022
31,Kiganjo,151.46,132.34,120.28,May-2022
32,Chuka,151.75,132.63,120.57000000000001,May-2022
33,Kitui,151.65,132.54000000000002,120.47,May-2022
34,Mwingi,152.03,132.93,120.86,May-2022
35,Nanyuki,152.05,132.94,120.87,May-2022
36,Nkubu,153.01000000000002,133.91,121.84,May-2022
37,Mtito Andei,152.55,133.44,121.38000000000001,May-2022
38,Meru,153.21,134.1,122.04,May-2022
39,Isiolo,153.07,133.96,121.89,May-2022
40,Maua,153.66,134.56,122.49000000000001,May-2022
41,Garissa,154.29,135.17,123.11,May-2022
42,Marsabit,157.97,138.85,126.79,May-2022
43,Liboi,157.05,137.94,125.87,May-2022
44,Moyale,159.55,140.44,128.37,May-2022
45,Sololo,158.61,139.49,127.43,May-2022
46,Habaswein,156.98000000000002,137.85999999999999,125.80000000000001,May-2022
47,Dadaab,155.67000000000002,136.55,124.49000000000001,May-2022
48,Tarbaj,159.22,140.12,128.04000000000002,May-2022
49,Elwak,160.83,141.72,129.65,May-2022
50,Wajir,159.38,140.27,128.21,May-2022
51,Modogashe,157.12,138.0,125.94000000000001,May-2022
52,Mandera,163.15,144.05,131.98000000000002,May-2022
53,Matuu,151.02,131.9,119.84,May-2022
54,Merti,155.46,136.35,124.29,May-2022
55,Oldonyiro,152.47,133.36,121.29,May-2022
56,Eldas,161.16,142.04,129.98000000000002,May-2022
57,Bute,158.19,139.08,127.02000000000001,May-2022
58,Hadado,156.78,137.67,125.60000000000001,May-2022
59,Mai Mahiu,150.24,131.12,119.06,May-2022
60,Doldo,152.81,133.7,121.63000000000001,May-2022
61,Lamuria,151.93,132.82,120.75,May-2022
62,Rumuruti,152.63,133.52,121.46000000000001,May-2022
63,Sipili,152.8,133.68,121.62,May-2022
64,Marimanti,152.42000000000002,133.31,121.25,May-2022
65,Mutuobare,151.76000000000002,132.65,120.58000000000001,May-2022
66,North Horr,158.93,139.82,127.75,May-2022
67,Maikona,157.55,138.43,126.37,May-2022
68,Kalacha,158.09,138.97,126.91000000000001,May-2022
69,Loyangalani,158.15,139.04,126.97,May-2022
70,Turbi,157.96,138.84,126.78,May-2022
71,Laisamis,155.16,136.06,123.98,May-2022
72,Merille,154.87,135.75,123.69000000000001,May-2022
73,Korr,156.11,137.0,124.93,May-2022
74,Nakuru,149.64000000000001,130.83,118.79,May-2022
75,Gilgil,149.61,130.79000000000002,118.76,May-2022
76,Mogotio,149.6,130.78,118.74000000000001,May-2022
77,Molo,149.69,130.86,118.83000000000001,May-2022
78,Olenguruone,150.39000000000001,131.56,119.53,May-2022
79,Londiani,149.9,131.09,119.05000000000001,May-2022
80,Nyahururu,149.89000000000001,131.08,119.04,May-2022
81,Archers Post,152.88,134.06,122.03,May-2022
82,Lodosoit,153.98000000000002,135.16,123.13000000000001,May-2022
83,Naivasha,149.97,131.15,119.11,May-2022
84,Marigat,150.38,131.55,119.51,May-2022
85,Kabarnet ,150.86,132.04000000000002,120.01,May-2022
86,Maralal,151.95000000000002,133.13,121.10000000000001,May-2022
87,Wamba,152.79,133.97,121.93,May-2022
88,Eldoret,150.53,131.72,119.67,May-2022
89,Kiplombe,150.53,131.72,119.67,May-2022
90,Iten,150.53,131.72,119.67,May-2022
91,Naiberi,150.53,131.72,119.67,May-2022
92,Kesses,150.53,131.72,119.67,May-2022
93,Kapsabet,150.54,131.74,119.68,May-2022
94,Webuye,150.95000000000002,132.15,120.10000000000001,May-2022
95,Kitale,150.89000000000001,132.08,120.03,May-2022
96,Kapenguria ,151.52,132.72,120.67,May-2022
97,Bungoma,151.3,132.48000000000002,120.44000000000001,May-2022
98,Moiben,150.54,131.74,119.68,May-2022
99,Matunda,150.52,131.7,119.66000000000001,May-2022
100,Burnt Forest,150.48000000000002,131.67000000000002,119.62,May-2022
101,Tambach,150.57,131.76,119.71000000000001,May-2022
102,Kapsowar,151.04,132.22,120.18,May-2022
103,Chebara,150.92000000000002,132.10000000000002,120.06,May-2022
104,Kimwarer,150.84,132.03,119.99000000000001,May-2022
105,Timboroa,150.77,131.95,119.9,May-2022
106,Nandi Hills,150.72,131.91000000000003,119.87,May-2022
107,Kaiboi,150.58,131.77,119.73,May-2022
108,Kiminini,151.07,132.27,120.21000000000001,May-2022
109,Endebes,151.43,132.61,120.57000000000001,May-2022
110,Saboti,151.1,132.29000000000002,120.25,May-2022
111,Chepareria,151.73000000000002,132.93,120.87,May-2022
112,Lomut,153.35,134.53,122.49000000000001,May-2022
113,Burgich,152.15,133.34,121.29,May-2022
114,Sigor,152.28,133.47,121.42,May-2022
115,Lodwar,154.71,135.9,123.85000000000001,May-2022
116,Kakuma,156.3,137.49,125.44000000000001,May-2022
117,Lokichar,153.71,134.9,122.85000000000001,May-2022
118,Kalokol,155.47,136.66,124.61,May-2022
119,Lokori,154.07,135.27,123.22,May-2022
120,Lokitaung,158.35,139.55,127.49000000000001,May-2022
121,Kapedo,153.35,134.53,122.49000000000001,May-2022
122,Malaba,151.70000000000002,132.88,120.84,May-2022
123,Lokichogio,157.48000000000002,138.68,126.63000000000001,May-2022
124,Ziwa,150.72,131.91000000000003,119.87,May-2022
125,Soy,150.53,131.72,119.67,May-2022
126,Moi's Bridge,150.59,131.78,119.74000000000001,May-2022
127,Turbo,150.48000000000002,131.67000000000002,119.62,May-2022
128,Kibish,158.59,139.77,127.73,May-2022
129,Nakalale,157.41,138.6,126.55000000000001,May-2022
130,Loima,153.82,135.02,122.97,May-2022
131,Lokiriama,155.39000000000001,136.59,124.53,May-2022
132,Kainuk,152.6,133.79,121.74000000000001,May-2022
133,Kacheliba,151.92000000000002,133.12,121.07000000000001,May-2022
134,Kiwawa,152.54,133.72,121.68,May-2022
135,Ortum,152.12,133.31,121.26,May-2022
136,Kachibora,150.92000000000002,132.10000000000002,120.06,May-2022
137,Kwanza,151.63,132.82,120.78,May-2022
138,Kaplamai,150.94,132.14,120.08000000000001,May-2022
139,Eldama Ravine,151.36,132.55,120.51,May-2022
140,Tenges,151.5,132.69,120.65,May-2022
141,Barwessa,151.62,132.81,120.75,May-2022
142,Kipsaraman,152.52,133.71,121.66000000000001,May-2022
143,Loruk,152.39000000000001,133.58,121.53,May-2022
144,Kabartonjo,151.36,132.55,120.51,May-2022
145,Tindiret,151.43,132.61,120.57000000000001,May-2022
146,O'lessos,150.59,131.78,119.74000000000001,May-2022
147,Kobujoi,150.99,132.19,120.14,May-2022
148,Serem,151.07,132.27,120.21000000000001,May-2022
149,Kabiyet,150.53,131.72,119.67,May-2022
150,Cheptulu,150.95000000000002,132.15,120.10000000000001,May-2022
151,Songor,151.5,132.69,120.65,May-2022
152,Kapcherop,151.13,132.33,120.28,May-2022
153,Sambalat,151.82,133.01,120.97,May-2022
154,Arror,151.47,132.67000000000002,120.61,May-2022
155,Tot,151.68,132.87,120.82000000000001,May-2022
156,Kaptarakwa,150.72,131.91000000000003,119.87,May-2022
157,Kapese,153.67000000000002,134.85999999999999,122.82000000000001,May-2022
158,Kalemngorok,153.07,134.25,122.21000000000001,May-2022
159,Marich,152.04,133.24,121.19000000000001,May-2022
160,Alale,152.54,133.72,121.68,May-2022
161,Kunyao,152.19,133.39,121.34,May-2022
162,Asilong,151.78,132.98000000000002,120.93,May-2022
163,Orolwo,151.82,133.01,120.97,May-2022
164,Sebit,151.77,132.96,120.92,May-2022
165,Morpus,151.68,132.87,120.82000000000001,May-2022
166,Chepkorniswo,151.57,132.75,120.71000000000001,May-2022
167,Kaibichbich,151.51000000000002,132.7,120.66000000000001,May-2022
168,Keringet,151.24,132.43,120.39,May-2022
169,Kisumu,150.53,131.7,119.66000000000001,May-2022
170,Sondu,150.64000000000001,131.8,119.77000000000001,May-2022
171,Oyugis,151.11,132.29000000000002,120.25,May-2022
172,Kakamega,150.58,131.75,119.72,May-2022
173,Mumias,150.86,132.03,119.99000000000001,May-2022
174,Bondo,150.75,131.91000000000003,119.88000000000001,May-2022
175,Siaya,150.86,132.04000000000002,120.0,May-2022
176,Kericho,151.05,132.21,120.17,May-2022
177,Nyamira,151.1,132.28,120.24000000000001,May-2022
178,Kisii,151.41,132.58,120.55000000000001,May-2022
179,Sotik,151.24,132.42000000000002,120.38000000000001,May-2022
180,Keroka,151.43,132.60000000000002,120.56,May-2022
181,Busia,151.4,132.57,120.54,May-2022
182,Homabay,151.35,132.52,120.48,May-2022
183,Migori,152.20000000000002,133.37,121.34,May-2022
184,Isebania,152.48000000000002,133.66,121.62,May-2022
185,Bomet,151.64000000000001,132.82,120.78,May-2022
186,Muhoroni,150.77,131.93,119.9,May-2022
187,Mbita,151.34,132.5,120.47,May-2022
188,Mbale,150.53,131.7,119.66000000000001,May-2022
189,Etago,151.99,133.15,121.12,May-2022
190,Magenche,152.08,133.26,121.22,May-2022
191,Kilgoris,151.92000000000002,133.09,121.06,May-2022
192,Malava,150.9,132.06,120.03,May-2022
193,Lugari,151.29,132.45,120.42,May-2022
194,Rodi Kopany,151.41,132.58,120.55000000000001,May-2022
195,Ndhiwa,151.68,132.86,120.82000000000001,May-2022
196,Rangwe,151.4,132.57,120.54,May-2022
197,Sindo,151.41,132.58,120.55000000000001,May-2022
198,Awasi,150.5,131.66000000000003,119.63000000000001,May-2022
199,Ahero,150.53,131.7,119.66000000000001,May-2022
200,Ugunja,150.96,132.13,120.10000000000001,May-2022
201,Asembo,150.62,131.78,119.75,May-2022
202,Usenge,151.09,132.26,120.22,May-2022
203,Harambee,150.57,131.75,119.71000000000001,May-2022
204,Muhuru Bay,152.34,133.52,121.48,May-2022
205,Kehancha,152.58,133.75,121.71000000000001,May-2022
206,Ntimaru,152.88,134.06,122.02000000000001,May-2022
207,Rongo,151.66,132.83,120.80000000000001,May-2022
208,Kaspokwony,151.62,132.8,120.75,May-2022
209,Chwele,151.57,132.74,120.7,May-2022
210,Kimilili,151.49,132.67000000000002,120.62,May-2022
211,Nambale,151.4,132.57,120.54,May-2022
212,SioPort,151.39000000000001,132.56,120.53,May-2022
213,Port Bunyala,151.44,132.61,120.57000000000001,May-2022
214,Funyula,151.26000000000002,132.43,120.4,May-2022
215,Ogembo,151.57,132.74,120.7,May-2022
216,Nyangusu,151.83,133.0,120.96000000000001,May-2022
217,Sengera,151.75,132.92000000000002,120.88000000000001,May-2022
218,Keumbu,151.48000000000002,132.64,120.61,May-2022
219,Marani,151.18,132.35000000000002,120.31,May-2022
220,Kerina,151.54,132.71,120.68,May-2022
221,Ikonge,150.9,132.07,120.03,May-2022
222,Nyansiongo,151.3,132.47,120.43,May-2022
0,Mombasa,156.86,137.76,125.69000000000001,June-2022
1,Kilifi,157.57,138.47,126.41000000000001,June-2022
2,Likoni Mainland,157.22,138.11,126.05000000000001,June-2022
3,Kwale,157.22,138.11,126.05000000000001,June-2022
4,Malindi,157.78,138.67000000000002,126.61,June-2022
5,Lungalunga,157.93,138.83,126.76,June-2022
6,Voi,158.34,139.24,127.17,June-2022
7,Taveta,159.75,140.64,128.58,June-2022
8,Lamu,160.16,141.06,129.0,June-2022
9,Hola,160.45000000000002,141.34,129.28,June-2022
10,Mpeketoni,160.16,141.06,129.0,June-2022
11,Minjila,159.13,140.02,127.96000000000001,June-2022
12,Garsen,159.22,140.11,128.05,June-2022
13,Samburu,157.16,138.06,126.0,June-2022
14,Taru,157.34,138.24,126.18,June-2022
15,Mwatate,158.68,139.57,127.51,June-2022
16,Wundanji,158.84,139.74,127.68,June-2022
17,Kaloleni,157.01000000000002,137.92000000000002,125.85000000000001,June-2022
18,Marereni,158.44,139.34,127.27000000000001,June-2022
19,Nairobi,159.12,140.0,127.94000000000001,June-2022
20,Thika,159.12,140.01,127.94000000000001,June-2022
21,Machakos,159.36,140.24,128.18,June-2022
22,Kajiado,159.54,140.42000000000002,128.36,June-2022
23,Makuyu,159.41,140.29000000000002,128.23000000000002,June-2022
24,Muranga,159.64000000000001,140.52,128.46,June-2022
25,Sagana,159.85,140.75,128.68,June-2022
26,Embu,160.22,141.10000000000002,129.04000000000002,June-2022
27,Kerugoya,160.14000000000001,141.03,128.97,June-2022
28,Narok,160.5,141.4,129.33,June-2022
29,Nyeri,160.49,141.37,129.31,June-2022
30,Namanga,160.66,141.55,129.48000000000002,June-2022
31,Kiganjo,160.46,141.34,129.28,June-2022
32,Chuka,160.75,141.63,129.57,June-2022
33,Kitui,160.65,141.54000000000002,129.47,June-2022
34,Mwingi,161.03,141.93,129.86,June-2022
35,Nanyuki,161.05,141.94,129.87,June-2022
36,Nkubu,162.01000000000002,142.91,130.84,June-2022
37,Mtito Andei,161.55,142.44,130.38,June-2022
38,Meru,162.21,143.1,131.04000000000002,June-2022
39,Isiolo,162.07,142.96,130.89,June-2022
40,Maua,162.66,143.56,131.49,June-2022
41,Garissa,163.29,144.17,132.11,June-2022
42,Marsabit,166.97,147.85,135.79000000000002,June-2022
43,Liboi,166.05,146.94,134.87,June-2022
44,Moyale,168.55,149.44,137.37,June-2022
45,Sololo,167.61,148.49,136.43,June-2022
46,Habaswein,165.98000000000002,146.85999999999999,134.8,June-2022
47,Dadaab,164.67000000000002,145.55,133.49,June-2022
48,Tarbaj,168.22,149.12,137.04000000000002,June-2022
49,Elwak,169.83,150.72,138.65,June-2022
50,Wajir,168.38,149.27,137.21,June-2022
51,Modogashe,166.12,147.0,134.94,June-2022
52,Mandera,172.15,153.05,140.98000000000002,June-2022
53,Matuu,160.02,140.9,128.84,June-2022
54,Merti,164.46,145.35,133.29000000000002,June-2022
55,Oldonyiro,161.47,142.36,130.29000000000002,June-2022
56,Eldas,170.16,151.04,138.98000000000002,June-2022
57,Bute,167.19,148.08,136.02,June-2022
58,Hadado,165.78,146.67,134.60000000000002,June-2022
59,Mai Mahiu,159.24,140.12,128.06,June-2022
60,Doldo,161.81,142.7,130.63,June-2022
61,Lamuria,160.93,141.82,129.75,June-2022
62,Rumuruti,161.63,142.52,130.46,June-2022
63,Sipili,161.8,142.68,130.62,June-2022
64,Marimanti,161.42000000000002,142.31,130.25,June-2022
65,Mutuobare,160.76000000000002,141.65,129.58,June-2022
66,North Horr,167.93,148.82,136.75,June-2022
67,Maikona,166.55,147.43,135.37,June-2022
68,Kalacha,167.09,147.97,135.91000000000003,June-2022
69,Loyangalani,167.15,148.04,135.97,June-2022
70,Turbi,166.96,147.84,135.78,June-2022
71,Laisamis,164.16,145.06,132.98000000000002,June-2022
72,Merille,163.87,144.75,132.69,June-2022
73,Korr,165.11,146.0,133.93,June-2022
74,Nakuru,158.64000000000001,139.83,127.79,June-2022
75,Gilgil,158.61,139.79000000000002,127.76,June-2022
76,Mogotio,158.6,139.78,127.74000000000001,June-2022
77,Molo,158.69,139.86,127.83000000000001,June-2022
78,Olenguruone,159.39000000000001,140.56,128.53,June-2022
79,Londiani,158.9,140.09,128.05,June-2022
80,Nyahururu,158.89000000000001,140.08,128.04000000000002,June-2022
81,Archers Post,161.88,143.06,131.03,June-2022
82,Lodosoit,162.98000000000002,144.16,132.13,June-2022
83,Naivasha,158.97,140.15,128.11,June-2022
84,Marigat,159.38,140.55,128.51,June-2022
85,Kabarnet ,159.86,141.04000000000002,129.01,June-2022
86,Maralal,160.95000000000002,142.13,130.10000000000002,June-2022
87,Wamba,161.79,142.97,130.93,June-2022
88,Eldoret,159.53,140.72,128.67000000000002,June-2022
89,Kiplombe,159.53,140.72,128.67000000000002,June-2022
90,Iten,159.53,140.72,128.67000000000002,June-2022
91,Naiberi,159.53,140.72,128.67000000000002,June-2022
92,Kesses,159.53,140.72,128.67000000000002,June-2022
93,Kapsabet,159.54,140.74,128.68,June-2022
94,Webuye,159.95000000000002,141.15,129.10000000000002,June-2022
95,Kitale,159.89000000000001,141.08,129.03,June-2022
96,Kapenguria ,160.52,141.72,129.67000000000002,June-2022
97,Bungoma,160.3,141.48000000000002,129.44,June-2022
98,Moiben,159.54,140.74,128.68,June-2022
99,Matunda,159.52,140.7,128.66000000000003,June-2022
100,Burnt Forest,159.48000000000002,140.67000000000002,128.62,June-2022
101,Tambach,159.57,140.76,128.71,June-2022
102,Kapsowar,160.04,141.22,129.18,June-2022
103,Chebara,159.92000000000002,141.10000000000002,129.06,June-2022
104,Kimwarer,159.84,141.03,128.99,June-2022
105,Timboroa,159.77,140.95,128.9,June-2022
106,Nandi Hills,159.72,140.91000000000003,128.87,June-2022
107,Kaiboi,159.58,140.77,128.73000000000002,June-2022
108,Kiminini,160.07,141.27,129.21,June-2022
109,Endebes,160.43,141.61,129.57,June-2022
110,Saboti,160.1,141.29000000000002,129.25,June-2022
111,Chepareria,160.73000000000002,141.93,129.87,June-2022
112,Lomut,162.35,143.53,131.49,June-2022
113,Burgich,161.15,142.34,130.29000000000002,June-2022
114,Sigor,161.28,142.47,130.42000000000002,June-2022
115,Lodwar,163.71,144.9,132.85000000000002,June-2022
116,Kakuma,165.3,146.49,134.44,June-2022
117,Lokichar,162.71,143.9,131.85000000000002,June-2022
118,Kalokol,164.47,145.66,133.61,June-2022
119,Lokori,163.07,144.27,132.22,June-2022
120,Lokitaung,167.35,148.55,136.49,June-2022
121,Kapedo,162.35,143.53,131.49,June-2022
122,Malaba,160.70000000000002,141.88,129.84,June-2022
123,Lokichogio,166.48000000000002,147.68,135.63,June-2022
124,Ziwa,159.72,140.91000000000003,128.87,June-2022
125,Soy,159.53,140.72,128.67000000000002,June-2022
126,Moi's Bridge,159.59,140.78,128.74,June-2022
127,Turbo,159.48000000000002,140.67000000000002,128.62,June-2022
128,Kibish,167.59,148.77,136.73000000000002,June-2022
129,Nakalale,166.41,147.6,135.55,June-2022
130,Loima,162.82,144.02,131.97,June-2022
131,Lokiriama,164.39000000000001,145.59,133.53,June-2022
132,Kainuk,161.6,142.79,130.74,June-2022
133,Kacheliba,160.92000000000002,142.12,130.07,June-2022
134,Kiwawa,161.54,142.72,130.68,June-2022
135,Ortum,161.12,142.31,130.26,June-2022
136,Kachibora,159.92000000000002,141.10000000000002,129.06,June-2022
137,Kwanza,160.63,141.82,129.78,June-2022
138,Kaplamai,159.94,141.14,129.08,June-2022
139,Eldama Ravine,160.36,141.55,129.51,June-2022
140,Tenges,160.5,141.69,129.65,June-2022
141,Barwessa,160.62,141.81,129.75,June-2022
142,Kipsaraman,161.52,142.71,130.66000000000003,June-2022
143,Loruk,161.39000000000001,142.58,130.53,June-2022
144,Kabartonjo,160.36,141.55,129.51,June-2022
145,Tindiret,160.43,141.61,129.57,June-2022
146,O'lessos,159.59,140.78,128.74,June-2022
147,Kobujoi,159.99,141.19,129.14,June-2022
148,Serem,160.07,141.27,129.21,June-2022
149,Kabiyet,159.53,140.72,128.67000000000002,June-2022
150,Cheptulu,159.95000000000002,141.15,129.10000000000002,June-2022
151,Songor,160.5,141.69,129.65,June-2022
152,Kapcherop,160.13,141.33,129.28,June-2022
153,Sambalat,160.82,142.01,129.97,June-2022
154,Arror,160.47,141.67000000000002,129.61,June-2022
155,Tot,160.68,141.87,129.82,June-2022
156,Kaptarakwa,159.72,140.91000000000003,128.87,June-2022
157,Kapese,162.67000000000002,143.85999999999999,131.82,June-2022
